FIPS,Confirmed,Deaths,Recovered,Active,Date
53011.0,13,3,0,0,03-23-2020
55019.0,0,0,0,0,03-23-2020
1025.0,0,0,0,0,03-23-2020
13059.0,14,0,0,0,03-23-2020
19039.0,0,0,0,0,03-23-2020
28023.0,0,0,0,0,03-23-2020
51043.0,0,0,0,0,03-23-2020
41007.0,0,0,0,0,03-23-2020
1027.0,0,0,0,0,03-23-2020
5021.0,0,0,0,0,03-23-2020
12019.0,8,2,0,0,03-23-2020
13061.0,0,0,0,0,03-23-2020
17025.0,0,0,0,0,03-23-2020
18021.0,0,0,0,0,03-23-2020
19041.0,0,0,0,0,03-23-2020
20027.0,0,0,0,0,03-23-2020
21051.0,0,0,0,0,03-23-2020
27027.0,2,0,0,0,03-23-2020
28025.0,1,0,0,0,03-23-2020
29047.0,3,0,0,0,03-23-2020
31035.0,0,0,0,0,03-23-2020
37043.0,0,0,0,0,03-23-2020
46027.0,0,0,0,0,03-23-2020
47027.0,0,0,0,0,03-23-2020
48077.0,0,0,0,0,03-23-2020
54015.0,0,0,0,0,03-23-2020
13063.0,18,0,0,0,03-23-2020
19043.0,0,0,0,0,03-23-2020
8019.0,3,0,0,0,03-23-2020
42033.0,0,0,0,0,03-23-2020
16035.0,0,0,0,0,03-23-2020
27029.0,0,0,0,0,03-23-2020
1029.0,0,0,0,0,03-23-2020
5023.0,27,0,0,0,03-23-2020
39025.0,5,0,0,0,03-23-2020
5025.0,3,0,0,0,03-23-2020
37045.0,0,0,0,0,03-23-2020
40027.0,16,0,0,0,03-23-2020
13065.0,1,0,0,0,03-23-2020
17027.0,3,0,0,0,03-23-2020
18023.0,0,0,0,0,03-23-2020
19045.0,0,0,0,0,03-23-2020
21053.0,0,0,0,0,03-23-2020
26037.0,2,0,0,0,03-23-2020
29049.0,1,0,0,0,03-23-2020
36019.0,4,0,0,0,03-23-2020
39027.0,1,0,0,0,03-23-2020
42035.0,0,0,0,0,03-23-2020
20029.0,0,0,0,0,03-23-2020
28027.0,8,0,0,0,03-23-2020
40029.0,0,0,0,0,03-23-2020
13067.0,79,2,0,0,03-23-2020
4003.0,1,0,0,0,03-23-2020
48079.0,0,0,0,0,03-23-2020
47029.0,1,0,0,0,03-23-2020
4005.0,17,0,0,0,03-23-2020
46029.0,1,0,0,0,03-23-2020
1031.0,0,0,0,0,03-23-2020
13069.0,1,0,0,0,03-23-2020
47031.0,0,0,0,0,03-23-2020
20031.0,0,0,0,0,03-23-2020
48081.0,0,0,0,0,03-23-2020
1033.0,0,0,0,0,03-23-2020
29051.0,5,0,0,0,03-23-2020
48083.0,0,0,0,0,03-23-2020
17029.0,0,0,0,0,03-23-2020
31037.0,0,0,0,0,03-23-2020
35007.0,0,0,0,0,03-23-2020
45029.0,1,0,0,0,03-23-2020
12021.0,39,0,0,0,03-23-2020
48085.0,38,1,0,0,03-23-2020
48087.0,0,0,0,0,03-23-2020
51570.0,0,0,0,0,03-23-2020
48089.0,0,0,0,0,03-23-2020
13071.0,0,0,0,0,03-23-2020
5027.0,1,0,0,0,03-23-2020
12023.0,2,0,0,0,03-23-2020
13073.0,3,0,0,0,03-23-2020
36021.0,17,0,0,0,03-23-2020
41009.0,0,0,0,0,03-23-2020
42037.0,1,0,0,0,03-23-2020
53013.0,1,0,0,0,03-23-2020
55021.0,5,0,0,0,03-23-2020
39029.0,2,0,0,0,03-23-2020
37047.0,0,0,0,0,03-23-2020
6011.0,0,0,0,0,03-23-2020
48091.0,3,0,0,0,03-23-2020
20033.0,0,0,0,0,03-23-2020
40031.0,0,0,0,0,03-23-2020
48093.0,0,0,0,0,03-23-2020
48095.0,0,0,0,0,03-23-2020
22029.0,0,0,0,0,03-23-2020
1035.0,0,0,0,0,03-23-2020
8021.0,0,0,0,0,03-23-2020
6013.0,71,1,0,0,03-23-2020
56009.0,0,0,0,0,03-23-2020
5029.0,1,0,0,0,03-23-2020
13075.0,0,0,0,0,03-23-2020
17031.0,922,9,0,0,03-23-2020
27031.0,0,0,0,0,03-23-2020
48097.0,0,0,0,0,03-23-2020
29053.0,0,0,0,0,03-23-2020
33007.0,0,0,0,0,03-23-2020
41011.0,0,0,0,0,03-23-2020
1037.0,0,0,0,0,03-23-2020
28029.0,4,0,0,0,03-23-2020
46031.0,0,0,0,0,03-23-2020
36023.0,2,0,0,0,03-23-2020
48099.0,0,0,0,0,03-23-2020
39031.0,3,0,0,0,03-23-2020
8023.0,0,0,0,0,03-23-2020
48101.0,0,0,0,0,03-23-2020
40033.0,0,0,0,0,03-23-2020
27033.0,0,0,0,0,03-23-2020
1039.0,0,0,0,0,03-23-2020
28031.0,0,0,0,0,03-23-2020
51580.0,0,0,0,0,03-23-2020
13077.0,9,0,0,0,03-23-2020
20035.0,0,0,0,0,03-23-2020
53015.0,3,0,0,0,03-23-2020
40035.0,0,0,0,0,03-23-2020
51045.0,0,0,0,0,03-23-2020
5031.0,4,0,0,0,03-23-2020
48103.0,1,0,0,0,03-23-2020
37049.0,2,0,0,0,03-23-2020
5033.0,1,0,0,0,03-23-2020
13079.0,0,0,0,0,03-23-2020
17033.0,0,0,0,0,03-23-2020
18025.0,0,0,0,0,03-23-2020
19047.0,0,0,0,0,03-23-2020
20037.0,2,0,0,0,03-23-2020
26039.0,0,0,0,0,03-23-2020
29055.0,0,0,0,0,03-23-2020
39033.0,0,0,0,0,03-23-2020
42039.0,0,0,0,0,03-23-2020
55023.0,0,0,0,0,03-23-2020
40037.0,0,0,0,0,03-23-2020
1041.0,0,0,0,0,03-23-2020
13081.0,0,0,0,0,03-23-2020
5035.0,1,0,0,0,03-23-2020
21055.0,0,0,0,0,03-23-2020
47033.0,0,0,0,0,03-23-2020
48105.0,0,0,0,0,03-23-2020
41013.0,0,0,0,0,03-23-2020
56011.0,0,0,0,0,03-23-2020
48107.0,0,0,0,0,03-23-2020
5037.0,0,0,0,0,03-23-2020
27035.0,0,0,0,0,03-23-2020
8025.0,1,1,0,0,03-23-2020
48109.0,0,0,0,0,03-23-2020
1043.0,2,0,0,0,03-23-2020
51047.0,2,0,0,0,03-23-2020
17035.0,1,0,0,0,03-23-2020
21057.0,0,0,0,0,03-23-2020
23005.0,66,0,0,0,03-23-2020
34011.0,1,0,0,0,03-23-2020
37051.0,3,0,0,0,03-23-2020
42041.0,12,0,0,0,03-23-2020
47035.0,2,0,0,0,03-23-2020
51049.0,0,0,0,0,03-23-2020
31039.0,0,0,0,0,03-23-2020
37053.0,0,0,0,0,03-23-2020
35009.0,0,0,0,0,03-23-2020
