FIPS,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
13003,"1,615","2,109",987,519,30.9,40.3,18.9,9.9
13005,"1,372","3,112","2,196",749,18.5,41.9,29.6,10.1
13007,503,901,627,284,21.7,38.9,27.1,12.3
13009,"4,375","10,205","7,611","5,869",15.6,36.4,27.1,20.9
13011,"2,937","5,205","3,032","1,647",22.9,40.6,23.6,12.8
13013,"8,524","17,273","15,626","8,862",17,34.4,31.1,17.6
13015,"11,720","22,762","21,110","13,471",17,33,30.6,19.5
13017,"1,977","5,044","3,009","1,370",17.3,44.2,26.4,12
13019,"2,864","5,526","3,119","1,541",21.9,42.3,23.9,11.8
13021,"14,227","31,489","28,431","25,616",14.3,31.6,28.5,25.7
13023,975,"3,278","2,253","1,355",12.4,41.7,28.7,17.2
13025,"2,510","5,842","3,155","1,025",20,46.6,25.2,8.2
13027,"1,912","4,223","3,275","1,686",17.2,38.1,29.5,15.2
13029,"1,819","5,772","7,616","7,357",8.1,25.6,33.8,32.6
13031,"5,445","11,331","13,337","11,359",13.1,27.3,32.2,27.4
13033,"3,059","5,503","4,286","1,857",20.8,37.4,29.1,12.6
13035,"3,479","7,362","3,986","1,902",20.8,44,23.8,11.4
13037,"1,217","1,863","1,218",446,25.7,39.3,25.7,9.4
13039,"2,709","10,372","11,815","8,083",8.2,31.5,35.8,24.5
13043,"1,683","2,596","1,895","1,013",23.4,36.1,26.4,14.1
13045,"11,868","24,160","21,819","14,982",16.3,33.2,30,20.6
13047,"5,727","14,760","15,637","9,461",12.6,32.4,34.3,20.8
13049,"2,417","3,532","2,138",953,26.7,39.1,23.7,10.5
13051,"19,951","46,729","61,594","63,823",10.4,24.3,32.1,33.2
13053,350,"1,263","1,638","1,627",7.2,25.9,33.6,33.4
13055,"4,598","6,614","4,191","1,675",26.9,38.7,24.5,9.8
13057,"13,931","36,896","51,003","59,717",8.6,22.8,31.6,37
13059,"8,950","14,668","16,220","29,655",12.9,21.1,23.3,42.7
13061,443,927,647,173,20.2,42.3,29.5,7.9
13063,"26,249","56,696","55,639","33,538",15.3,32.9,32.3,19.5
13065,"1,312","1,428","1,258",500,29.2,31.7,28,11.1
13067,"40,881","93,091","132,011","231,209",8.2,18.7,26.6,46.5
13069,"6,311","10,771","7,142","3,683",22.6,38.6,25.6,13.2
13071,"7,704","11,593","6,476","3,666",26.2,39.4,22,12.5
13073,"7,185","24,250","31,747","34,160",7.4,24.9,32.6,35.1
13075,"2,261","3,879","3,377","1,752",20.1,34.4,30,15.5
13077,"10,498","26,772","28,357","27,895",11.2,28.6,30.3,29.8
13079,"1,447","3,458","2,967",907,16.5,39.4,33.8,10.3
13081,"2,999","5,899","4,121","2,066",19.9,39.1,27.3,13.7
13083,"2,315","3,966","3,272","1,540",20.9,35.8,29.5,13.9
13085,"2,376","4,851","4,597","5,163",14,28.6,27.1,30.4
13087,"3,272","6,428","5,505","2,592",18.4,36.1,30.9,14.6
13089,"55,530","104,713","124,874","218,302",11,20.8,24.8,43.4
13091,"2,502","6,310","4,071","2,045",16.8,42.3,27.3,13.7
13093,"2,506","3,995","2,449","1,137",24.8,39.6,24.3,11.3
13095,"10,120","16,792","18,578","12,376",17.5,29,32.1,21.4
13097,"10,972","28,029","27,480","24,762",12,30.7,30.1,27.1
13099,"1,380","2,501","1,975","1,085",19.9,36,28.5,15.6
13101,807,"1,081",694,250,28.5,38.2,24.5,8.8
13103,"4,568","14,388","11,462","7,647",12,37.8,30.1,20.1
13105,"3,052","5,828","3,183","1,466",22.6,43.1,23.5,10.8
13107,"3,085","6,361","3,551","1,835",20.8,42.9,23.9,12.4
13109,"1,857","2,709","1,544","1,119",25.7,37.5,21.4,15.5
13111,"2,539","6,545","5,948","4,057",13.3,34.3,31.2,21.3
13113,"3,926","15,659","20,775","35,115",5.2,20.7,27.5,46.5
13115,"12,190","21,185","17,609","13,103",19,33.1,27.5,20.4
13117,"10,170","23,577","34,864","73,406",7.2,16.6,24.5,51.7
13119,"3,072","6,169","4,047","2,077",20,40.1,26.3,13.5
13121,"54,469","125,382","153,965","352,847",7.9,18.3,22.4,51.4
13123,"3,951","7,962","5,562","4,382",18.1,36.4,25.4,20
13125,467,869,540,186,22.6,42.1,26.2,9
13127,"7,039","15,721","18,231","17,267",12.1,27,31.3,29.6
13129,"8,430","13,301","10,601","5,449",22.3,35.2,28.1,14.4
13131,"3,343","6,410","4,805","2,391",19.7,37.8,28.3,14.1
13133,"2,133","4,259","2,998","3,273",16.8,33.6,23.7,25.8
13135,"70,656","130,489","164,871","206,823",12.3,22.8,28.8,36.1
13137,"6,464","9,987","7,634","5,541",21.8,33.7,25.8,18.7
13139,"27,479","34,930","34,141","30,566",21.6,27.5,26.9,24
13141,"1,906","2,866","1,326",590,28.5,42.9,19.8,8.8
13143,"3,799","7,208","5,934","2,762",19.3,36.6,30.1,14
13145,"2,166","5,515","8,773","7,015",9.2,23.5,37.4,29.9
13147,"3,598","6,742","5,263","2,785",19.6,36.7,28.6,15.1
13149,"1,665","3,489","2,089",783,20.7,43.5,26,9.8
13151,"13,591","44,282","44,080","40,226",9.6,31.1,31,28.3
13153,"9,032","26,902","35,988","26,999",9.1,27.2,36.4,27.3
13155,"1,142","2,518","1,657",889,18.4,40.6,26.7,14.3
13157,"7,216","14,274","13,437","9,306",16.3,32.3,30.4,21
13159,"2,015","3,662","2,726","1,016",21.4,38.9,28.9,10.8
13161,"2,165","3,920","2,651",969,22.3,40.4,27.3,10
13163,"2,657","4,399","2,429","1,175",24.9,41.3,22.8,11
13165,"1,204","2,358","1,716",538,20.7,40.5,29.5,9.3
13167,"1,531","2,959","1,537",701,22.8,44,22.8,10.4
13169,"2,472","7,169","5,979","3,924",12.6,36.7,30.6,20.1
13171,"1,577","4,762","3,497","2,035",13.3,40.1,29.5,17.1
13173,"1,409","2,439","1,866","1,118",20.6,35.7,27.3,16.4
13175,"4,696","13,706","8,280","4,916",14.9,43.4,26.2,15.6
13177,"1,824","5,945","6,618","4,939",9.4,30.8,34.2,25.6
13179,"3,252","11,391","14,477","6,501",9.1,32,40.6,18.3
13181,"1,005","2,365","1,575",769,17.6,41.4,27.6,13.5
13183,"1,681","3,569","4,317","1,756",14.8,31.5,38.1,15.5
13185,"10,001","20,161","19,905","17,185",14.9,30,29.6,25.6
13187,"3,270","5,843","5,679","5,251",16.3,29.2,28.3,26.2
13189,"2,550","5,795","3,996","1,962",17.8,40.5,27.9,13.7
13191,"1,470","4,085","3,499","1,673",13.7,38.1,32.6,15.6
13193,"2,604","3,259","2,874",820,27.2,34.1,30.1,8.6
13195,"3,323","7,534","5,406","3,582",16.7,38,27.2,18
13197,"1,412","2,331","1,579",803,23.1,38.1,25.8,13.1
13199,"3,079","5,740","4,250","1,692",20.9,38.9,28.8,11.5
13201,744,"1,596","1,339",515,17.7,38.1,31.9,12.3
13205,"3,873","5,842","3,900","1,696",25.3,38.2,25.5,11.1
13207,"2,858","6,461","4,724","5,008",15,33.9,24.8,26.3
13209,"1,093","2,330","1,703",842,18.3,39,28.5,14.1
13211,"1,691","4,357","3,877","2,613",13.5,34.8,30.9,20.8
13213,"8,051","9,922","5,826","2,464",30.7,37.8,22.2,9.4
13215,"16,128","34,761","43,169","33,352",12.7,27.3,33.9,26.2
13217,"9,646","22,876","22,158","13,311",14.2,33.6,32.6,19.6
13219,"1,327","4,752","5,739","12,366",5.5,19.6,23.7,51.1
13221,"2,184","3,878","2,737","1,790",20.6,36.6,25.8,16.9
13223,"9,937","33,200","32,891","24,204",9.9,33.1,32.8,24.1
13225,"2,789","5,059","6,183","3,384",16,29,35.5,19.4
13227,"3,376","6,492","7,160","5,298",15.1,29.1,32.1,23.7
13229,"2,119","5,718","3,600","1,550",16.3,44,27.7,11.9
13231,"1,599","5,019","3,701","1,957",13,40.9,30.1,15.9
13233,"5,737","10,864","7,472","3,345",20.9,39.6,27.3,12.2
13235,"1,627","3,118","2,532","1,032",19.6,37.5,30.5,12.4
13237,"2,260","5,803","3,982","3,438",14.6,37.5,25.7,22.2
13239,562,594,419,158,32.4,34.3,24.2,9.1
13241,"1,978","4,269","3,194","3,110",15.8,34,25.4,24.8
13243,"1,129","1,737","1,260",545,24.2,37.2,27,11.7
13245,"21,762","40,319","41,090","27,954",16.6,30.7,31.3,21.3
13247,"6,844","18,340","17,555","15,399",11.8,31.5,30.2,26.5
13249,534,"1,202","1,229",440,15.7,35.3,36.1,12.9
13251,"1,631","4,118","2,525","1,369",16.9,42.7,26.2,14.2
13253,859,"2,346","1,868",856,14.5,39.6,31.5,14.4
13255,"7,968","17,293","11,441","7,211",18.1,39.4,26.1,16.4
13257,"2,856","6,343","4,260","3,826",16.5,36.7,24.6,22.1
13259,"1,292","1,923",827,512,28.4,42.2,18.2,11.2
13261,"3,683","6,333","5,496","3,548",19.3,33.2,28.8,18.6
13263,926,"2,108","1,148",572,19.5,44.3,24.1,12
13265,372,617,212,90,28.8,47.8,16.4,7
13267,"4,381","6,976","4,129","2,346",24.6,39.1,23.2,13.2
13269,"1,232","2,123","1,673",635,21.8,37.5,29.5,11.2
13271,"3,607","5,573","1,952","1,015",29.7,45.9,16.1,8.4
13273,"1,424","1,942","1,967",746,23.4,31.9,32.4,12.3
13275,"5,290","9,393","8,727","7,021",17.4,30.9,28.7,23.1
13277,"4,705","8,886","7,942","4,257",18.2,34.5,30.8,16.5
13279,"3,362","6,784","4,696","2,790",19.1,38.5,26.6,15.8
13281,902,"2,564","2,682","2,185",10.8,30.8,32.2,26.2
13283,"1,207","1,839","1,037",644,25.5,38.9,21.9,13.6
13285,"7,783","15,590","13,662","8,389",17.1,34.3,30.1,18.5
13287,966,"2,216","1,615",685,17.6,40.4,29.5,12.5
13289,"1,770","2,283","1,441",571,29.2,37.6,23.8,9.4
13291,"1,958","6,053","5,721","3,971",11.1,34.2,32.3,22.4
13293,"3,612","6,454","5,437","2,470",20.1,35.9,30.3,13.7
13295,"8,731","17,461","14,315","7,662",18.1,36.2,29.7,15.9
13297,"7,618","22,584","17,676","11,885",12.7,37.8,29.6,19.9
13299,"4,127","9,879","6,815","3,358",17.1,40.9,28.2,13.9
13301,"1,038","1,664",695,527,26.5,42.4,17.7,13.4
13303,"2,805","6,012","3,344","1,975",19.8,42.5,23.7,14
13305,"3,626","8,132","5,713","2,579",18.1,40.6,28.5,12.9
13307,405,809,379,211,22.5,44.8,21,11.7
13309,"1,208","2,672",901,703,22,48.7,16.4,12.8
13311,"3,059","6,477","6,595","4,383",14.9,31.6,32.1,21.4
13313,"20,409","19,304","16,488","10,491",30.6,28.9,24.7,15.7
13315,"1,123","3,069","1,425",720,17.7,48.4,22.5,11.4
13317,"1,362","3,122","1,607",876,19.5,44.8,23.1,12.6
13319,976,"3,288","1,355",668,15.5,52.3,21.6,10.6
13321,"2,659","5,932","4,124","1,470",18.7,41.8,29.1,10.4
15000,"80,696","273,633","313,042","320,996",8.2,27.7,31.7,32.5
15001,"10,552","42,529","45,412","41,196",7.6,30.4,32.5,29.5
15003,"56,632","178,520","211,878","233,677",8.3,26.2,31.1,34.3
15005,9,19,24,17,13,27.5,34.8,24.6
15007,"4,162","15,243","16,323","14,968",8.2,30.1,32.2,29.5
15009,"9,341","37,322","39,405","31,138",8,31.8,33.6,26.6
16000,"102,691","301,860","391,446","293,269",9.4,27.7,35.9,26.9
16001,"14,497","68,554","102,595","112,640",4.9,23,34.4,37.8
16003,318,"1,154","1,009",584,10.4,37.7,32.9,19.1
16005,"4,351","14,134","20,383","14,549",8.1,26.5,38.2,27.2
16007,244,"1,523","1,360",795,6.2,38.8,34.7,20.3
16009,748,"2,484","2,184",967,11.7,38.9,34.2,15.1
16011,"3,386","8,153","10,006","5,619",12.5,30,36.8,20.7
16013,"1,788","3,399","4,335","5,892",11.6,22.1,28.1,38.2
16015,346,"1,512","2,162","1,502",6.3,27.4,39.2,27.2
16017,"2,891","9,619","11,772","7,305",9.2,30.5,37.3,23.1
16019,"5,624","17,700","24,084","20,381",8.3,26.1,35.5,30.1
16021,641,"3,306","2,568","1,529",8,41.1,31.9,19
16023,97,716,776,353,5,36.9,40,18.2
16025,39,232,220,119,6.4,38,36.1,19.5
16027,"19,989","41,573","44,561","23,741",15.4,32,34.3,18.3
16029,344,"1,439","1,759",878,7.8,32.6,39.8,19.9
16031,"2,440","4,164","4,718","2,583",17.5,29.9,33.9,18.6
16033,232,140,128,92,39.2,23.6,21.6,15.5
16035,700,"2,330","2,527","1,129",10.5,34.8,37.8,16.9
16037,335,944,"1,156",729,10.6,29.8,36.5,23
16039,"1,738","4,582","7,346","2,690",10.6,28,44.9,16.4
16041,694,"2,869","2,909","1,427",8.8,36.3,36.8,18.1
16043,"1,016","2,646","2,876","1,726",12.3,32,34.8,20.9
16045,"1,425","4,621","3,989","1,749",12.1,39.2,33.9,14.8
16047,"1,974","3,624","2,671","1,481",20.2,37.2,27.4,15.2
16049,"1,125","4,209","4,227","2,419",9.4,35.1,35.3,20.2
16051,"1,749","4,440","6,220","3,616",10.9,27.7,38.8,22.6
16053,"3,150","4,620","4,252","2,098",22.3,32.7,30.1,14.9
16055,"7,923","28,700","42,760","26,349",7.5,27.1,40.4,24.9
16057,800,"4,352","6,851","9,861",3.7,19.9,31.3,45.1
16059,462,"1,887","2,306","1,243",7.8,32,39.1,21.1
16061,312,794,"1,130",469,11.5,29.4,41.8,17.3
16063,671,"1,128","1,129",330,20.6,34.6,34.7,10.1
16065,666,"2,559","7,145","5,923",4.1,15.7,43.9,36.4
16067,"2,763","3,784","4,544","1,711",21.6,29.6,35.5,13.4
16069,"2,153","9,161","10,449","6,092",7.7,32.9,37.5,21.9
16071,243,999,"1,040",419,9,37,38.5,15.5
16073,"1,856","2,552","2,195",833,25,34.3,29.5,11.2
16075,"2,252","5,059","5,576","2,138",15,33.7,37.1,14.2
16077,929,"1,644","1,506",773,19.1,33.9,31,15.9
16079,"1,322","3,531","3,254","1,064",14.4,38.5,35.5,11.6
16081,521,"1,190","2,585","3,050",7.1,16.2,35.2,41.5
16083,"6,501","14,840","20,934","10,943",12.2,27.9,39.3,20.6
16085,438,"2,417","2,807","2,435",5.4,29.9,34.7,30.1
16087,998,"2,576","2,442","1,043",14.1,36.5,34.6,14.8
17000,"964,587","2,267,535","2,492,430","2,957,791",11.1,26.1,28.7,34.1
17001,"3,417","15,923","15,386","11,448",7.4,34.5,33.3,24.8
17003,867,"1,718","1,444",515,19.1,37.8,31.8,11.3
17005,"1,216","4,354","3,677","2,576",10.3,36.8,31.1,21.8
17007,"4,835","12,308","9,671","8,113",13.8,35.2,27.7,23.2
17009,786,"1,838","1,685",685,15.7,36.8,33.7,13.7
17011,"1,981","9,062","7,887","4,641",8.4,38.4,33.5,19.7
17013,328,"1,527","1,167",477,9.4,43.6,33.4,13.6
17015,913,"4,432","3,394","1,933",8.6,41.5,31.8,18.1
17017,"1,379","3,722","2,254","1,262",16,43.2,26.2,14.6
17019,"5,927","26,307","35,152","53,851",4.9,21.7,29,44.4
17021,"2,656","9,975","7,216","3,939",11.2,41.9,30.3,16.6
17023,999,"4,268","3,786","1,936",9.1,38.8,34.5,17.6
17025,940,"3,475","3,511","1,424",10.1,37.2,37.6,15.2
17027,"2,693","8,589","9,405","5,994",10.1,32.2,35.2,22.5
17029,"3,140","9,916","11,506","8,441",9.5,30,34.9,25.6
17031,"477,426","837,569","910,060","1,361,974",13.3,23.3,25.4,38
17033,"1,807","4,132","5,577","2,285",13.1,29.9,40.4,16.6
17035,789,"3,053","2,579","1,201",10.4,40.1,33.8,15.8
17037,"4,672","15,626","21,811","19,254",7.6,25.5,35.5,31.4
17039,"1,019","4,210","3,745","2,430",8.9,36.9,32.8,21.3
17041,"2,321","4,289","4,035","2,490",17.7,32.7,30.7,19
17043,"46,996","116,273","162,067","309,562",7.4,18.3,25.5,48.8
17045,"1,362","4,847","4,318","2,118",10.8,38.3,34.1,16.7
17047,384,"1,591","1,930",633,8.5,35.1,42.5,13.9
17049,"1,718","8,473","7,856","5,230",7.4,36.4,33.8,22.5
17051,"2,606","6,098","4,844","1,793",17,39.7,31.6,11.7
17053,934,"3,363","3,159","1,882",10,36,33.8,20.2
17055,"3,391","9,022","10,789","4,393",12.3,32.7,39.1,15.9
17057,"3,056","8,844","9,178","4,510",11.9,34.6,35.9,17.6
17059,451,"1,525","1,400",372,12,40.7,37.4,9.9
17061,"1,139","4,170","2,921","1,169",12.1,44.4,31.1,12.4
17063,"2,320","11,085","12,242","7,908",6.9,33,36.5,23.6
17065,670,"1,973","2,124","1,071",11.5,33.8,36.4,18.3
17067,893,"4,963","4,411","2,773",6.8,38.1,33.8,21.3
17069,565,980,"1,103",334,18.9,32.9,37,11.2
17071,508,"2,231","1,598",790,9.9,43.5,31.2,15.4
17073,"3,397","11,722","11,670","7,842",9.8,33.8,33.7,22.6
17075,"2,157","7,952","6,736","3,072",10.8,39.9,33.8,15.4
17077,"2,763","8,353","11,475","12,727",7.8,23.7,32.5,36
17079,716,"2,699","2,123","1,171",10.7,40.2,31.6,17.5
17081,"3,739","8,152","10,137","4,639",14,30.6,38,17.4
17083,"1,264","5,719","5,155","3,121",8.3,37.5,33.8,20.5
17085,"1,323","6,012","5,020","3,867",8.2,37.1,30.9,23.8
17087,"1,639","2,910","3,154","1,526",17.8,31.5,34.2,16.5
17089,"54,761","77,366","97,534","113,849",15.9,22.5,28.4,33.1
17091,"8,846","24,460","24,253","15,260",12.1,33.6,33.3,21
17093,"6,147","18,279","26,055","27,653",7.9,23.4,33.3,35.4
17095,"3,988","12,850","12,113","6,582",11.2,36.2,34.1,18.5
17097,"43,138","96,532","111,551","205,787",9.4,21.1,24.4,45
17099,"8,762","27,573","27,191","13,887",11.3,35.6,35.1,17.9
17101,"1,793","4,325","4,006","1,580",15.3,37,34.2,13.5
17103,"2,785","8,532","9,232","4,418",11.2,34.2,37,17.7
17105,"2,722","11,005","7,779","4,014",10.7,43.1,30.5,15.7
17107,"2,264","7,157","6,862","4,162",11.1,35,33.6,20.4
17109,"1,188","5,639","5,606","5,968",6.5,30.6,30.5,32.4
17111,"14,873","54,107","68,215","69,714",7.2,26.2,33,33.7
17113,"4,324","26,375","27,343","47,013",4.1,25.1,26,44.8
17115,"7,117","25,214","24,414","16,485",9.7,34.4,33.3,22.5
17117,"2,902","12,488","10,691","6,262",9,38.6,33.1,19.4
17119,"14,564","56,749","65,830","47,775",7.9,30.7,35.6,25.8
17121,"2,956","9,281","10,188","3,952",11.2,35.2,38.6,15
17123,614,"3,526","2,947","1,436",7.2,41.4,34.6,16.8
17125,"1,111","4,395","2,915","1,528",11.2,44.2,29.3,15.4
17127,"1,414","3,500","3,973","1,351",13.8,34.2,38.8,13.2
17129,578,"3,213","2,941","2,026",6.6,36.7,33.6,23.1
17131,961,"4,395","3,848","1,993",8.6,39.3,34.4,17.8
17133,953,"6,965","8,199","7,753",4,29.2,34.3,32.5
17135,"2,808","8,371","6,529","3,280",13.4,39.9,31.1,15.6
17137,"1,991","9,760","7,468","4,782",8.3,40.7,31.1,19.9
17139,"1,454","3,284","3,222","1,930",14.7,33.2,32.6,19.5
17141,"3,616","11,968","12,911","7,139",10.1,33.6,36.2,20
17143,"11,824","33,372","40,919","37,535",9.6,27,33.1,30.4
17145,"2,394","5,920","5,230","1,796",15.6,38.6,34.1,11.7
17147,741,"3,949","3,664","3,238",6.4,34.1,31.6,27.9
17149,"1,245","4,537","3,558","1,666",11.3,41.2,32.3,15.1
17151,479,"1,177","1,305",460,14,34.4,38.1,13.4
17153,568,"1,364","1,562",490,14.3,34.2,39.2,12.3
17155,324,"1,628","1,656",618,7.7,38.5,39.2,14.6
17157,"3,929","9,318","7,441","3,035",16.6,39.3,31.4,12.8
17159,"1,353","3,315","4,072","2,360",12.2,29.9,36.7,21.3
17161,"11,113","29,908","35,778","23,144",11.1,29.9,35.8,23.2
17163,"16,396","50,928","62,152","48,663",9.2,28.6,34.9,27.3
17165,"2,320","4,877","6,880","3,039",13.6,28.5,40.2,17.8
17167,"10,421","38,063","41,474","46,708",7.6,27.9,30.3,34.2
17169,538,"1,986","1,772",954,10.2,37.8,33.8,18.2
17171,262,"1,732","1,031",534,7.4,48.7,29,15
17173,"1,213","7,001","4,751","2,633",7.8,44.9,30.5,16.9
17175,354,"1,545","1,315",680,9.1,39.7,33.8,17.5
17177,"2,269","11,508","12,044","6,159",7.1,36,37.7,19.3
17179,"6,945","29,789","32,033","24,656",7.4,31.9,34.3,26.4
17181,"1,518","4,079","3,955","2,816",12.3,33,32,22.8
17183,"6,353","21,917","17,008","8,032",11.9,41.1,31.9,15.1
17185,772,"2,506","3,472","1,398",9.5,30.8,42.6,17.2
17187,"1,388","3,704","3,616","2,599",12.3,32.8,32,23
17189,800,"3,411","3,841","2,091",7.9,33.6,37.9,20.6
17191,"1,345","4,198","4,332","1,684",11.6,36.3,37.5,14.6
17193,865,"3,835","3,774","1,520",8.7,38.4,37.8,15.2
17195,"3,809","14,567","13,660","7,259",9.7,37.1,34.8,18.5
17197,"40,752","119,769","135,512","152,229",9.1,26.7,30.2,34
17199,"4,180","14,567","18,045","10,735",8.8,30.6,38,22.6
17201,"23,963","62,181","64,375","43,910",12.3,32,33.1,22.6
17203,"1,422","8,325","8,029","8,199",5.5,32.1,30.9,31.6
18000,"502,624","1,475,931","1,281,352","1,139,908",11.4,33.5,29.1,25.9
18001,"3,372","8,403","6,140","3,245",15.9,39.7,29,15.3
18003,"25,762","68,899","77,628","67,527",10.7,28.7,32.4,28.2
18005,"5,020","18,106","14,419","17,911",9.1,32.6,26,32.3
18007,614,"2,516","1,710",985,10.5,43.2,29.4,16.9
18009,914,"4,151","2,394","1,176",10.6,48.1,27.7,13.6
18011,"2,699","9,025","10,117","20,445",6.4,21.3,23.9,48.3
18013,992,"3,682","3,527","3,088",8.8,32.6,31.2,27.4
18015,"1,511","5,684","4,353","2,401",10.8,40.7,31.2,17.2
18017,"4,098","9,931","8,303","3,616",15.8,38.3,32,13.9
18019,"8,607","27,298","27,219","16,676",10.8,34.2,34.1,20.9
18021,"1,520","8,082","5,530","3,061",8.4,44.4,30.4,16.8
18023,"2,920","9,343","5,415","3,530",13.8,44.1,25.5,16.6
18025,"1,331","3,447","1,832",854,17.8,46.2,24.5,11.4
18027,"5,465","6,886","5,237","2,808",26.8,33.8,25.7,13.8
18029,"3,206","13,735","9,856","7,378",9.4,40.2,28.8,21.6
18031,"1,612","7,798","4,897","3,493",9.1,43.8,27.5,19.6
18033,"2,800","12,002","8,821","5,082",9.8,41.8,30.7,17.7
18035,"7,620","24,588","21,655","17,253",10.7,34.6,30.5,24.3
18037,"2,841","11,137","8,134","6,325",10,39.2,28.6,22.2
18039,"24,218","45,368","34,459","24,770",18.8,35.2,26.8,19.2
18041,"2,837","6,985","4,546","1,894",17.4,43,28,11.6
18043,"5,104","15,760","16,123","15,510",9.7,30,30.7,29.5
18045,"1,301","5,097","3,404","1,728",11.3,44.2,29.5,15
18047,"1,845","6,674","3,986","3,083",11.8,42.8,25.6,19.8
18049,"1,748","5,606","4,542","2,003",12.6,40.3,32.7,14.4
18051,"2,072","9,075","7,726","3,989",9.1,39.7,33.8,17.4
18053,"5,767","18,007","13,006","7,584",13,40.6,29.3,17.1
18055,"2,803","9,505","7,123","3,369",12.3,41.7,31.2,14.8
18057,"7,379","31,326","47,674","118,226",3.6,15.3,23.3,57.8
18059,"3,130","16,545","15,451","15,304",6.2,32.8,30.6,30.3
18061,"3,049","11,148","8,781","4,836",11,40.1,31.6,17.4
18063,"7,105","29,085","31,869","38,805",6.6,27.2,29.8,36.3
18065,"3,582","15,107","10,012","5,726",10.4,43.9,29.1,16.6
18067,"6,351","20,794","17,783","12,110",11.1,36.5,31.2,21.2
18069,"2,253","10,448","7,474","4,727",9,42,30,19
18071,"4,002","12,955","8,199","4,626",13.4,43.5,27.5,15.5
18073,"2,634","9,461","6,945","3,323",11.8,42.3,31.1,14.9
18075,"2,101","6,504","3,717","1,460",15.2,47.2,27,10.6
18077,"2,189","9,370","6,615","3,972",9.9,42.3,29.9,17.9
18079,"2,737","8,628","5,350","2,082",14.6,45.9,28.5,11.1
18081,"8,059","31,283","29,384","32,041",8,31,29.2,31.8
18083,"2,885","8,808","8,851","4,027",11.7,35.8,36,16.4
18085,"7,595","18,426","14,431","11,879",14.5,35.2,27.6,22.7
18087,"8,150","7,291","4,702","2,333",36.3,32.4,20.9,10.4
18089,"39,031","114,444","101,349","72,259",11.9,35,31,22.1
18091,"9,041","30,361","24,036","13,808",11.7,39.3,31.1,17.9
18093,"3,688","13,939","9,519","4,996",11.5,43.4,29.6,15.5
18095,"10,755","35,132","27,988","16,174",11.9,39,31.1,18
18097,"88,886","173,635","169,794","188,718",14.3,28,27.3,30.4
18099,"4,678","12,010","7,781","6,293",15.2,39,25.3,20.5
18101,"1,025","3,060","2,051",953,14.5,43.2,28.9,13.4
18103,"3,618","10,615","7,566","3,173",14.5,42.5,30.3,12.7
18105,"6,525","18,205","20,567","37,962",7.8,21.9,24.7,45.6
18107,"2,718","10,707","7,793","4,687",10.5,41.3,30.1,18.1
18109,"5,912","19,156","14,730","8,089",12.3,40,30.8,16.9
18111,"1,442","4,391","2,987","1,115",14.5,44.2,30.1,11.2
18113,"4,985","12,780","9,185","4,481",15.9,40.7,29.2,14.3
18115,541,"2,005","1,244",603,12.3,45.6,28.3,13.7
18117,"2,259","6,095","3,501","1,660",16.7,45.1,25.9,12.3
18119,"2,215","6,364","4,469","1,883",14.8,42.6,29.9,12.6
18121,"1,580","5,215","3,754","1,468",13.1,43.4,31.2,12.2
18123,"1,434","6,388","3,732","2,028",10.6,47,27.5,14.9
18125,"1,119","3,733","2,699","1,202",12.8,42.6,30.8,13.7
