state,county,category,change,changecalc,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
California,Madera County,Grocery & pharmacy,-10,-10.061549999999997,-7.694,-14.191,-3.25,-3.266,1.796,-0.861,-2.79,-6.214,-10.417,-0.342,-4.985,1.976,4.477,16.276,18.2,2.717,8.552,8.938,23.886,6.887,-3.41,-16.868,-24.457,-17.276,-20.455,-16.523,-19.628,-21.701,-26.19,-26.268,-22.236,-19.596,-8.621,-11.708,-14.106,-19.235,-31.703,-15.565,-18.564,-19.037,-13.946,-17.051,-10.062
California,Madera County,Parks,-29,-30.281003333333345,59.351,22.866,35.539,53.385,36.396,36.058,52.656,38.76,44.461,30.637,29.948,32.631,53.419,40.064,19.38,-39.38,-26.961,1.302,2.51,-8.013,-2.289,-18.169,6.352,-23.284,-29.948,-35.141,-28.045,-22.894,-23.014,-20.325,-34.314,-22.135,-25.1,-9.348,-24.038,-18.169,-60.976,-40.441,-31.25,-40.161,-41.4,-34.341,-30.281
California,Madera County,Transit stations,-26,-27.445106666666657,61.128,68.109,48.794,58.07,45.856,45.474,65.567,53.019,51.416,47.149,46.097,40.195,22.737,38.071,31.188,21.368,26.316,35.321,27.174,19.564,6.874,-9.98,-14.69,4.386,14.966,4.529,-2.115,5.288,-23.703,-31.384,-1.645,4.789,4.529,-7.931,-6.345,-20.584,-28.713,-9.32,4.191,-6.227,-10.047,-13.219,-27.445
California,Madera County,Workplace,-32,-33.26909333333333,0.688,-0.544,7.996,0.593,0.395,0.794,-0.513,-1.606,1.088,6.682,-2.57,-2.468,-0.794,-2.461,-1.606,-6.527,-14.787,-21.347,-22.117,-27.381,-29.733,-25.468,-30.189,-32.093,-39.73,-39.001,-39.484,-40.19,-27.992,-31.277,-34.284,-41.805,-40.679,-40.377,-40.19,-28.68,-35.629,-40.199,-43.386,-41.469,-43.948,-47.675,-33.269
California,Madera County,Residential,13,13.472581666666663,-1.202,-1.511,-1.83,-0.992,-0.397,-0.365,-1.469,-0.235,-1.179,-1.365,0.635,1.356,0.323,-0.699,1.992,3.938,10.131,10.056,9.142,12.809,13.26,13.443,9.241,15.649,16.876,18.219,17.082,16.696,12.845,11.241,13.614,15.929,15.647,16.065,16.27,13.098,12.957,18.696,17.088,18.043,20.218,18.914,13.473
California,Marin County,Retail & recreation,-59,-61.07179,6.075,6.115,2.673,5.936,0.783,1.983,-0.506,-3.126,-2.888,1.928,0.084,1.277,0.405,-5.679,-21.317,-24.715,-11.438,-48.489,-51.671,-48.239,-51.324,-56.133,-59.154,-52.456,-56.096,-52.125,-52.002,-54.434,-64.163,-63.995,-50.089,-51.122,-50.559,-52.124,-54.434,-66.827,-66.288,-56.575,-54.006,-54.432,-55.402,-55.917,-61.072
California,Marin County,Grocery & pharmacy,-29,-29.827461666666675,1.032,-2.422,-0.583,8.086,6.003,11.388,1.753,3.901,2.301,3.849,7.729,11.299,22.056,22.345,12.505,5.087,28.345,-15.102,-20.127,-10.668,-16.868,-12.505,-24.346,-26.829,-26.993,-24.129,-19.659,-23.55,-27.648,-30.887,-29.629,-28.658,-27.072,-26.491,-31.546,-40.841,-39.123,-40.244,-33.533,-35.193,-30.567,-31.217,-29.827
California,Marin County,Parks,-63,-65.95705666666667,0.303,-2.087,9.406,17.241,10.081,4.469,-8.469,-28.96,-5.618,17.071,22.629,15.457,21.315,-3.105,-46.549,-29.051,-11.845,-10.057,-29.57,19.252,-1.976,3.336,-21.026,-34.838,-51.365,-28.562,-16.845,-34.158,-71.87,-61.312,-29.613,-14.727,-22.513,-17.533,-30.77,-82.939,-73.029,-60.619,-17.241,-36.29,-30.253,-36.698,-65.957
California,Marin County,Transit stations,-55,-57.70905833333333,0.726,-1.353,-3.425,0.282,-1.378,-3.351,-0.856,-18.873,-10.372,-9.132,-10.445,-14.054,-15.08,-19.121,-37.747,-33.369,-41.096,-59.282,-65.862,-60.042,-57.648,-51.539,-56.367,-67.066,-71.138,-66.964,-63.673,-62.215,-66.057,-63.582,-62.785,-61.258,-64.76,-62.556,-59.646,-71.864,-67.641,-69.064,-61.54,-65.035,-61.997,-62.785,-57.709
California,Marin County,Workplace,-46,-48.23369333333335,1.359,2.02,2.302,2.602,0.99,-0.824,-0.537,-2.717,1.443,-3.495,-3.945,-7.429,-9.477,-13.883,-10.643,-12.408,-35.035,-56.406,-59.347,-59.995,-58.04,-43.025,-42.128,-61.46,-65.304,-62.566,-64.28,-60.637,-48.913,-44.148,-62.142,-62.785,-63.887,-64.939,-62.607,-53.216,-48.765,-66.404,-66.143,-66.28,-68.071,-64.488,-48.234
California,Marin County,Residential,19,20.22989333333334,-0.238,-0.01,-0.705,-0.983,0.008,0.591,1.652,1.881,1.317,1.873,2.782,3.287,4.63,6.737,8.379,7.88,12.974,24.224,26.95,25.705,26.058,17.557,15.999,26.249,29.76,27.715,28.354,28.246,21.16,17.802,25.376,26.768,27.624,28.446,28.363,22.968,18.647,28.837,27.678,28.689,29.591,29.063,20.23
California,Merced County,Retail & recreation,-38,-39.549485000000004,12.064,17.57,13.946,20.291,12.332,13.69,7.623,8.571,12.496,8.968,8.343,6.586,8.694,3.972,0.161,-5.512,-1.466,-4.395,-9.442,-16.155,-27.592,-39.926,-37.802,-31.403,-30.144,-33.199,-31.078,-36.368,-39.039,-35.704,-30.824,-26.951,-25.806,-29.261,-32.181,-39.093,-46.101,-36.041,-31.209,-35.719,-37.566,-40.958,-39.549
California,Merced County,Grocery & pharmacy,-8,-7.845184999999996,7.791,9.241,8.705,14.299,13.336,12.601,9.609,9.044,9.592,9.771,8.518,11.554,17.881,27.401,26.042,13.862,32.511,28.536,24.705,9.301,0.439,-13.893,-21.348,-21.437,-18.923,-19.912,-18.481,-17.627,-19.232,-19.067,-22.089,-16.428,-11.431,-12.001,-6.37,-13.075,-25.267,-18.713,-13.751,-17.392,-17.401,-13.014,-7.845
California,Merced County,Parks,-25,-26.18714666666667,62.267,13.338,67.402,73.925,66.462,73.375,90.122,41.318,37.475,68.083,60.484,60.072,67.479,50.328,19.204,-31.758,-6.127,20.833,27.48,22.93,14.045,-21.532,-3.176,-2.723,-6.72,-10.864,11.792,11.704,-20.95,-0.635,15.659,11.425,7.03,4.586,2.926,-26.769,-62.246,-20.425,0.672,-5.112,-21.619,-17.556,-26.187
California,Merced County,Transit stations,-34,-35.647201666666675,8.111,8.941,3.791,8.934,7.33,9.124,3.127,-1.281,13.188,5.416,3.231,1.543,7.603,1.152,-0.427,-7.153,-7.943,-0.95,-6.173,-7.413,-23.532,-27.109,-33.307,-30.69,-29.463,-29.514,-30.033,-36.697,-39.703,-38.448,-34.12,-28.703,-27.585,-28.323,-40.153,-37.995,-50.072,-38.273,-29.083,-28.742,-30.984,-39.824,-35.647
California,Merced County,Workplace,-29,-30.203578333333333,2.735,1.589,5.545,5.873,6.634,6.328,4.152,1.665,2.167,7.463,6.321,5.595,3.362,1.609,1.308,-4.479,-6.893,-12.044,-17.477,-26.647,-34.203,-21.88,-25.717,-37.365,-39.168,-40.696,-40.144,-39.653,-25.566,-26.728,-38.972,-40.811,-41.34,-41.33,-40.95,-27.706,-31.785,-42.444,-42.005,-43.023,-44.495,-46.4,-30.204
California,Merced County,Residential,13,13.74505333333333,-2.055,-0.981,-1.189,-2.23,-1.63,-1.622,-1.325,-0.783,-0.19,-0.649,-0.796,-0.64,-0.706,-0.097,1.893,4.538,5.892,6.904,7.215,10.393,13.925,12.5,10.656,15.4,15.756,16.308,15.753,17.321,13.52,11.515,14.831,15.194,14.846,15.647,17.085,13.481,14.037,18.441,16.732,16.292,17.995,19.975,13.745
California,Mono County,Workplace,-70,-72.75132500000001,-3.307,,-2.51,-3.592,-1.211,1.17,-4.579,-4.96,-8.013,-6.275,-7.184,-4.845,-3.511,-2.289,-11.574,-16.026,-31.376,-37.117,-35.126,-45.646,-52.656,-61.177,-64.103,-55.221,-57.471,-59.351,-59.691,-61.813,-67.791,-76.122,-51.456,-63.458,-58.14,-59.691,-65.247,-74.405,-76.122,-62.751,-61.063,-59.351,-66.713,-65.247,-72.751
California,Monterey County,Retail & recreation,-45,-46.71455333333334,6.526,9.718,7.637,8.91,7.404,7.857,1.316,2.931,6.798,5.949,4.844,8.595,8.985,1.875,-7.05,-12.622,-0.985,-6.538,-31.599,-33.743,-41.055,-50.556,-51.409,-39.251,-39.167,-39.956,-38.022,-43.275,-52.685,-48.317,-37.744,-36.137,-36.065,-36.272,-41.022,-49.677,-55.286,-36.98,-38.609,-41.921,-39.617,-41.992,-46.715
California,Monterey County,Grocery & pharmacy,-10,-10.637335000000004,4.187,2.877,7.585,12.618,7.721,9.666,7.499,6.96,9.709,12.452,12.361,14.605,21.495,34.47,24.387,10.429,25.41,31.997,1.029,-4.388,-7.499,-17.427,-24.094,-18.71,-16.352,-15.763,-14.881,-15.346,-22.633,-19.419,-18.457,-14.035,-12.032,-10.557,-8.661,-16.465,-30.207,-12.642,-12.554,-16.471,-11.32,-8.429,-10.637
California,Monterey County,Parks,-56,-58.14172166666668,-2.818,-10.325,15.355,31.076,19.563,22.005,-1.449,-20.758,13.996,18.146,-5.903,25.749,26.086,-2.173,-30.151,-35.793,-12.737,-17.188,-23.743,2.129,-18.255,-53.257,-49.215,-36.118,-22.569,-33.44,-20.762,-32.018,-58.799,-49.674,-21.113,-19.792,-31.936,-22.005,-37.233,-61.993,-82.255,-49.728,-30.729,-41.633,-38.508,-30.714,-58.142
California,Monterey County,Transit stations,-32,-33.49311833333334,11.369,0.38,9.337,7.238,3.948,9.498,4.386,-3.38,5.703,2.626,0.315,5.163,6.649,-3.838,-10.755,-11.405,-15.173,-15.106,-32.191,-27.229,-35.088,-43.941,-48.282,-43.476,-38.394,-42.213,-34.511,-38.377,-44.862,-46.761,-35.306,-30.526,-28.851,-26.279,-32.895,-37.488,-52.083,-39.683,-25.806,-28.851,-25.329,-30.976,-33.493
California,Monterey County,Workplace,-33,-34.278958333333335,1.108,-3.752,7.653,2.495,2.199,2.118,6.052,0.222,-3.555,5.988,1.53,1.28,0.662,2.456,-4.58,-10.565,-18.743,-28.346,-40.465,-42.07,-39.73,-33.614,-36.829,-44.253,-46.71,-49.491,-48.062,-44.287,-35.978,-44.826,-45.033,-48.973,-49.523,-49.121,-46.387,-36.717,-47.887,-49.001,-50.636,-50.508,-51.901,-49.805,-34.279
California,Monterey County,Residential,13,13.740445000000001,-1.232,-0.202,-1.467,-1.689,-0.707,-1.081,-0.815,0.473,0.224,-0.686,1.013,-0.059,-0.445,0.635,3.552,5.848,8.612,11.483,16.378,16.338,18.206,16.124,14.322,19.543,19.375,20.609,19.277,20.311,15.845,14.814,16.54,17.415,17.633,17.967,19.132,14.669,16.757,21.161,19.297,18.583,19.561,20.071,13.74
California,Orange County,Retail & recreation,-51,-53.00192499999999,1.592,1.778,4.888,6.86,2.01,2.097,1.006,-0.921,1.499,3.285,-0.83,3.419,-5.516,-4.034,-15.626,-18.678,-15.248,-20.351,-32.86,-37.787,-43.723,-51.978,-55.018,-45.408,-44.761,-47.07,-46.486,-48.376,-53.877,-54.626,-45.573,-44.781,-45.181,-47.03,-47.422,-53.582,-57.456,-53.532,-53.104,-50.885,-57.15,-51.853,-53.002
California,Orange County,Grocery & pharmacy,-13,-13.838635000000004,2.885,1.541,4.661,5.234,2.673,3.112,2.155,2.745,0.465,2.586,0.541,4.556,10.897,40.146,34.341,15.827,19.165,16.212,5.498,-0.411,-3.133,-12.824,-24.181,-20.278,-20.803,-21.334,-18.878,-18.037,-19.097,-24.811,-22.413,-19.946,-17.8,-17.07,-13.774,-16.528,-27.011,-28.678,-28.954,-22.802,-32.035,-18.075,-13.839
California,Orange County,Parks,-42,-43.972829999999995,15.09,-17.699,6.95,27.191,11.163,8.87,6.738,12.013,17.302,9.154,-31.206,7.353,-41.564,-39.889,-32.868,-7.167,-32.773,-2.686,-15.612,-32.823,-23.314,-12.347,-18.556,-21.302,-27.523,-28.0,-28.672,-26.292,-38.504,-32.18,-22.263,-25.114,-24.323,-33.029,-29.954,-43.231,-55.103,-67.212,-63.657,-40.201,-74.154,-54.61,-43.973
California,Orange County,Transit stations,-47,-49.19419666666668,-0.063,-5.612,-0.424,2.948,-1.608,-1.482,-2.818,-4.642,-8.191,-5.801,-16.039,-7.57,-22.116,-24.371,-23.587,-27.189,-34.411,-31.047,-39.077,-46.398,-47.453,-47.205,-58.056,-54.503,-52.599,-52.814,-53.95,-53.868,-52.541,-57.184,-52.692,-51.479,-50.885,-54.093,-52.714,-51.973,-61.734,-65.171,-61.798,-57.666,-67.886,-60.417,-49.194
California,Orange County,Workplace,-43,-44.88377833333334,3.077,0.51,4.074,3.514,2.418,2.455,2.688,1.686,0.314,2.752,-0.603,0.752,-2.622,-5.441,-5.641,-10.088,-21.14,-28.922,-38.536,-41.609,-46.315,-37.763,-43.061,-51.683,-52.612,-53.33,-53.755,-52.752,-40.929,-45.404,-53.613,-54.754,-54.956,-55.572,-54.401,-43.365,-47.824,-57.883,-57.614,-57.648,-59.549,-60.145,-44.884
California,Orange County,Residential,19,20.147985000000002,-0.667,0.838,-0.791,-0.481,-0.052,0.05,0.268,0.408,0.669,0.21,3.752,1.166,4.847,5.735,6.755,6.732,10.905,14.443,18.65,21.27,24.5,18.302,16.749,23.66,25.476,25.446,26.224,27.164,19.666,17.455,23.457,25.552,25.291,26.627,27.37,19.891,18.498,27.42,28.677,27.224,30.519,30.961,20.148
California,Placer County,Retail & recreation,-50,-51.864941666666674,5.928,9.272,6.895,7.169,3.547,3.632,1.006,-3.594,1.671,3.285,2.587,-0.629,1.38,-2.104,-20.229,-23.842,-12.525,-20.682,-29.488,-27.886,-47.002,-55.359,-53.124,-44.931,-47.494,-47.126,-44.636,-48.286,-58.017,-54.669,-43.391,-41.726,-43.95,-43.637,-47.333,-60.376,-65.077,-45.564,-44.972,-45.965,-46.111,-47.134,-51.865
California,Placer County,Grocery & pharmacy,-13,-13.097578333333336,21.693,23.003,16.626,18.022,12.956,11.791,11.29,1.364,8.174,12.554,15.138,14.347,22.733,39.439,9.755,-3.111,34.864,30.187,15.303,16.032,1.43,-16.372,-26.042,-10.773,-7.119,-10.26,-8.143,-10.462,-26.059,-28.501,-13.148,-1.712,-3.565,-5.259,-7.602,-29.879,-43.475,-13.996,-7.209,-13.477,-11.876,-10.913,-13.098
California,Placer County,Parks,-15,-16.081873333333334,34.722,12.202,16.756,35.969,27.704,40.397,15.407,-16.265,16.269,26.53,42.587,44.88,36.069,5.749,-52.083,-52.196,-40.214,10.071,-14.406,38.377,,8.406,36.153,-7.261,-23.02,-0.554,11.831,-0.69,-47.88,-1.808,-5.865,16.402,5.541,16.736,-3.219,-68.713,-71.403,-25.693,8.633,-2.77,-7.502,-4.139,-16.082
California,Placer County,Transit stations,-51,-52.77777333333333,3.472,1.877,4.766,17.837,8.851,21.89,8.257,-23.611,-17.83,4.085,14.269,3.404,15.851,3.811,-38.194,-49.737,-36.084,-26.398,-36.765,-16.606,-34.299,-49.306,-51.614,-47.658,-47.089,-42.892,-35.477,-41.921,-59.028,-57.245,-42.892,-35.674,-42.211,-34.722,-41.286,-69.444,-73.198,-46.296,-37.814,-39.488,-40.006,-39.38,-52.778
California,Placer County,Workplace,-41,-43.193715000000005,1.418,2.833,2.572,2.207,1.467,1.287,0.685,-1.2,0.258,2.057,0.533,-0.715,-2.12,-4.953,-6.872,-13.649,-25.636,-31.513,-39.086,-41.727,-47.715,-35.886,-41.203,-51.866,-54.614,-54.698,-54.791,-53.593,-42.212,-45.71,-54.477,-57.202,-55.3,-55.586,-54.761,-45.157,-50.088,-56.771,-57.773,-57.933,-58.388,-57.378,-43.194
California,Placer County,Residential,14,14.957771666666666,-0.673,-0.509,-0.504,-1.033,-0.329,-0.551,0.784,2.243,0.596,0.159,0.365,0.549,1.191,2.883,7.147,6.418,10.044,12.362,16.335,16.034,20.983,13.906,11.305,19.594,22.211,22.066,21.842,23.03,16.751,13.455,19.817,21.268,21.206,21.653,22.354,17.977,15.658,21.305,21.602,22.4,22.588,23.186,14.958
California,Sacramento County,Retail & recreation,-44,-45.45823333333334,6.069,11.272,7.696,12.622,5.189,7.191,1.53,-1.511,4.916,2.464,2.381,3.272,2.306,-1.998,-15.753,-15.773,-11.264,-18.884,-28.66,-24.633,-45.365,-50.15,-47.784,-42.226,-43.509,-43.043,-41.522,-43.989,-51.527,-46.474,-38.883,-36.687,-36.557,-37.764,-39.592,-52.271,-54.598,-40.605,-40.277,-42.462,-42.261,-42.766,-45.458
California,Sacramento County,Grocery & pharmacy,-3,-3.4098116666666676,6.957,4.622,6.915,15.773,11.618,9.902,8.704,7.383,6.732,8.166,10.958,10.85,18.248,29.923,22.225,10.42,25.749,21.592,11.754,21.877,-7.346,-13.228,-21.709,-20.234,-17.389,-16.957,-15.973,-14.985,-18.952,-21.854,-16.546,-9.171,-5.971,-7.878,-4.907,-16.349,-27.668,-13.863,-9.511,-12.948,-11.122,-7.222,-3.41
California,Sacramento County,Parks,-23,-23.75955,26.404,26.619,11.139,39.763,33.191,32.233,12.797,-20.347,24.467,25.889,39.327,39.72,35.208,7.013,-46.581,-37.015,-37.762,-2.24,-19.467,13.78,-14.486,-13.095,10.501,-13.097,-25.886,-7.013,0.182,-11.927,-51.145,-1.155,-4.162,6.409,3.083,2.428,-5.835,-62.662,-60.904,-29.132,5.103,-14.812,-14.022,-9.982,-23.76
California,Sacramento County,Transit stations,-54,-56.25427166666666,-0.267,0.647,-0.043,1.989,-2.682,-0.897,-1.146,-11.229,-4.944,-6.347,-3.226,-7.743,-9.008,-13.706,-28.234,-29.955,-33.321,-31.069,-41.096,-42.947,-50.529,-49.463,-54.32,-56.522,-57.453,-57.491,-56.95,-58.057,-60.586,-59.499,-58.838,-58.558,-56.236,-58.017,-58.18,-65.398,-70.916,-61.797,-58.381,-60.692,-61.305,-60.266,-56.254
California,Sacramento County,Workplace,-37,-38.50778000000001,1.029,2.392,3.744,2.862,1.594,1.788,2.532,-1.957,0.488,0.387,-0.981,-2.234,-4.083,-6.49,-7.484,-10.644,-22.184,-27.981,-36.325,-40.045,-46.394,-33.747,-36.179,-48.362,-51.463,-52.09,-52.4,-51.008,-38.992,-38.644,-51.53,-56.698,-53.065,-54.025,-52.099,-41.836,-43.698,-53.599,-54.527,-55.199,-55.828,-54.745,-38.508
California,Sacramento County,Residential,14,14.405638333333334,-1.628,-1.017,-0.796,-1.618,-0.689,-0.881,-0.133,1.302,0.371,0.485,0.408,0.445,1.247,2.736,5.439,5.688,9.622,11.258,15.008,14.889,21.236,13.983,12.066,19.435,21.423,21.161,21.273,22.648,16.279,13.218,19.516,20.686,20.155,20.864,21.799,17.004,15.483,21.068,20.845,21.409,22.106,23.156,14.406
California,San Benito County,Retail & recreation,-44,-45.67901666666667,2.315,2.363,6.889,8.028,1.612,3.44,-1.578,4.784,3.09,2.296,-0.803,3.224,4.587,-4.261,-6.327,-19.27,-11.69,-28.902,-35.864,-37.844,-42.614,-49.537,-49.266,-41.124,-39.338,-40.095,-39.564,-44.192,-48.611,-47.084,-36.114,-32.916,-30.424,-35.55,-41.351,-49.537,-56.719,-42.794,-38.134,-42.311,-42.049,-42.298,-45.679
California,San Benito County,Grocery & pharmacy,-9,-9.253381666666662,,-1.332,8.803,13.247,2.381,4.452,2.361,2.644,,6.749,6.021,11.012,20.477,34.372,24.588,2.398,36.678,15.655,5.655,-2.374,-7.872,-17.978,-27.973,-18.192,-16.859,-19.94,-13.948,-14.956,-17.185,-26.375,-20.246,-12.946,-16.369,-12.464,-7.609,-20.357,-34.633,-17.312,-17.16,-18.155,-13.651,-12.07,-9.253
California,San Benito County,Workplace,-38,-39.98814833333334,1.481,,7.191,3.301,3.284,3.694,2.319,1.481,,6.219,0.55,0.547,-0.554,-1.739,-5.924,-4.829,-16.519,-34.478,-40.134,-39.34,-42.517,-35.545,-33.802,-40.812,-44.748,-45.242,-44.696,-44.063,-34.558,-33.802,-42.755,-46.765,-45.425,-46.358,-45.416,-35.051,-39.321,-47.419,-48.232,-47.796,-48.574,-51.987,-39.988
California,San Bernardino County,Retail & recreation,-43,-44.646378333333324,6.032,5.104,7.521,11.771,7.971,7.666,3.612,2.011,3.972,5.11,0.541,5.76,-6.644,-0.585,-6.512,-10.168,-6.877,-13.965,-20.79,-27.221,-34.289,-43.508,-46.566,-38.464,-35.468,-37.359,-37.552,-40.571,-44.905,-47.11,-34.973,-34.281,-32.39,-35.042,-36.808,-43.476,-48.352,-46.34,-43.666,-45.4,-47.149,-46.026,-44.646
California,San Bernardino County,Grocery & pharmacy,-11,-11.812451666666668,-0.606,-2.222,3.471,10.332,7.32,8.553,3.197,1.186,1.744,6.126,0.781,8.304,6.41,31.489,30.903,14.78,23.043,12.941,10.368,7.376,3.468,-8.784,-18.783,-15.077,-14.522,-15.184,-14.462,-16.307,-17.147,-23.914,-16.149,-16.293,-7.845,-9.712,-9.261,-13.882,-22.098,-26.087,-22.645,-23.488,-23.334,-19.715,-11.812
California,San Bernardino County,Parks,-44,-46.218643333333326,8.508,-23.263,3.578,27.57,20.895,21.815,12.12,7.111,2.003,14.849,-21.413,18.959,-29.969,-23.44,-31.025,-23.363,-19.635,-12.449,-20.015,-36.757,-25.765,-29.627,-26.434,-36.631,-22.771,-28.197,-29.115,-28.967,-35.097,-37.047,-17.756,-17.474,-17.64,-26.341,-25.994,-40.901,-50.765,-59.53,-51.608,-55.69,-61.518,-55.876,-46.219
California,San Bernardino County,Transit stations,-45,-46.67167666666667,-0.751,1.761,-3.688,-0.982,0.36,2.539,1.81,-3.879,2.587,-4.639,-9.132,-5.43,-13.393,-16.66,-17.58,-13.331,-19.421,-20.494,-22.531,-30.608,-33.906,-37.193,-42.615,-41.033,-36.021,-37.562,-39.157,-41.731,-43.387,-44.232,-38.497,-35.902,-34.922,-38.282,-41.251,-44.357,-47.969,-50.686,-46.105,-47.223,-50.245,-53.387,-46.672
California,San Bernardino County,Workplace,-35,-36.135063333333335,1.521,-1.44,3.533,2.26,2.009,1.597,1.906,1.545,1.128,3.947,-2.255,0.512,-3.548,-4.389,-3.616,-4.854,-16.428,-22.304,-26.685,-29.688,-34.967,-26.401,-31.204,-39.482,-40.597,-41.912,-42.763,-42.265,-30.807,-35.004,-41.569,-43.89,-43.652,-44.882,-44.155,-33.872,-37.973,-46.6,-47.537,-48.927,-49.729,-51.79,-36.135
California,San Bernardino County,Residential,16,17.06426666666667,-1.38,0.2,-0.28,-1.515,-1.079,-1.277,-0.792,-0.008,-0.019,-0.478,2.735,0.143,3.253,3.706,4.999,4.589,7.428,10.098,12.003,14.245,17.685,14.915,12.949,18.069,18.174,18.774,19.223,20.719,16.198,14.217,17.324,18.344,18.079,18.928,20.232,16.246,14.624,21.132,21.436,22.106,22.902,25.156,17.064
California,San Diego County,Retail & recreation,-49,-51.50767,3.775,1.966,3.356,6.7,3.594,3.456,2.337,0.881,1.901,2.667,-4.381,1.736,-3.583,-4.558,-13.193,-16.12,-11.463,-24.483,-34.399,-32.74,-42.645,-50.725,-52.725,-45.298,-44.76,-46.009,-46.923,-47.185,-51.728,-52.181,-43.93,-44.745,-43.378,-45.606,-46.216,-53.951,-56.46,-51.501,-53.223,-51.1,-52.176,-58.68,-51.508
California,San Diego County,Grocery & pharmacy,-17,-17.448450000000005,2.287,-1.183,0.626,5.229,2.089,3.481,3.842,2.039,1.153,1.702,-2.396,3.21,8.074,26.581,17.222,7.293,15.52,7.917,-4.437,2.684,-3.475,-15.784,-24.471,-21.803,-20.313,-23.232,-23.255,-19.856,-22.483,-26.746,-22.681,-21.798,-18.81,-19.582,-15.627,-23.553,-29.556,-29.872,-30.151,-27.509,-27.226,-34.941,-17.448
California,San Diego County,Parks,-68,-70.64907000000001,15.66,-20.789,-3.601,19.443,14.447,9.127,8.65,9.505,9.693,7.45,-33.324,7.467,-32.64,-40.1,-35.464,-16.918,-19.044,-3.282,-48.66,-27.53,-36.951,-29.03,-29.462,-34.851,-36.606,-46.378,-51.232,-47.527,-57.385,-52.704,-41.667,-47.844,-43.896,-50.201,-54.454,-72.489,-73.109,-74.253,-74.695,-66.497,-72.83,-80.496,-70.649
California,San Diego County,Transit stations,-63,-66.05284333333333,-1.251,-3.851,-2.819,1.679,-0.277,-2.286,-4.3,-9.341,-8.424,-6.589,-14.439,-8.264,-19.363,-21.717,-25.812,-25.488,-30.934,-34.641,-47.094,-50.281,-53.422,-57.171,-62.505,-61.204,-58.762,-60.762,-64.227,-63.511,-64.26,-66.5,-62.083,-61.355,-61.113,-64.491,-63.611,-66.949,-71.362,-70.073,-69.712,-68.602,-70.734,-75.875,-66.053
California,San Diego County,Workplace,-42,-44.15193,2.364,1.815,6.028,4.349,3.323,2.839,3.857,1.994,1.34,4.272,-0.793,0.437,-3.657,-5.296,-5.762,-6.939,-23.582,-32.363,-40.324,-42.795,-48.288,-37.032,-39.487,-51.778,-53.725,-54.804,-55.497,-53.223,-41.01,-42.476,-53.63,-56.692,-56.474,-56.941,-54.968,-43.203,-45.251,-57.445,-59.511,-59.855,-59.994,-62.431,-44.152
California,San Diego County,Residential,19,19.628301666666665,-1.072,0.275,-0.549,-1.525,-0.472,-0.53,-0.419,0.096,0.239,0.053,3.484,1.203,4.493,5.496,6.885,5.863,10.456,14.375,19.443,19.895,23.694,17.585,15.201,22.791,23.813,24.781,25.804,26.013,18.864,16.054,22.489,24.327,24.411,25.582,25.834,19.683,17.165,25.832,27.467,27.257,28.167,31.863,19.628
California,San Francisco County,Retail & recreation,-77,-79.96533666666667,-5.644,-3.81,-1.837,0.706,-3.782,-3.719,-9.595,-12.192,-13.279,-8.835,-6.374,-13.672,-18.088,-26.827,-43.172,-43.26,-33.236,-66.776,-69.71,-69.001,-72.062,-76.393,-75.227,-70.977,-73.264,-72.612,-72.96,-75.002,-79.624,-78.375,-70.248,-71.494,-71.807,-72.447,-73.916,-82.056,-80.547,-75.815,-72.732,-75.416,-75.3,-75.963,-79.965
California,San Francisco County,Grocery & pharmacy,-33,-34.113056666666665,3.192,3.684,10.114,12.5,5.719,6.547,5.791,1.462,-3.783,7.008,10.457,8.513,16.916,17.299,1.511,-1.474,33.395,-11.855,-18.279,-16.648,-16.899,-23.197,-31.439,-28.988,-29.516,-26.322,-27.151,-28.482,-33.845,-38.98,-30.342,-28.763,-28.803,-29.502,-30.504,-40.887,-43.229,-41.783,-28.898,-35.358,-33.564,-33.0,-34.113
California,San Francisco County,Parks,-59,-61.07894833333333,-7.007,1.313,14.055,12.283,0.047,-8.291,-15.428,-20.208,-8.173,1.776,9.858,2.982,-3.939,-16.282,-56.353,-36.705,-20.904,-28.361,-36.524,-26.523,-37.165,-39.242,-35.318,-51.703,-56.406,-41.881,-40.769,-50.313,-66.815,-57.72,-39.17,-39.062,-42.067,-42.326,-47.911,-79.787,-67.316,-69.055,-32.737,-54.459,-45.441,-44.858,-61.079
